Pic_id,Text,Unnamed: 2,Target,Source,SentimentCategory
1805.jpg,not the pain. unstopable the james cracknell trilogy. starts thursday 24th march 9pm. discovery.,1,trail,text,1
1806.jpg,audi parking system. easy park.,1,cutout,triangle,1
1807.jpg,drinking kills driving skills. plan ahead. dontt drink and drive.,1,head,brain,1
1808.jpg,you cant do two things at once.your mobile makes you four times more likes to crash.,1,steering,arms,1
1809.jpg,every 10 hours. a pedestrian doesnt get to the other side. drive carefully somebody might be crossing.,1,cross,cross,1
1810.jpg,speed thrills. but it kills. its 50 for a reason. hit at 100kmh. there is 80 chance that i will die. there is 80 chance that i will live.,1,skull,face,1
1811.jpg,absoluteend. nearly 50 of automobile fatalities are linked to alcohol. 10 of north americans are alcoholics.a teenager sees 100000 alcohol ads before reaching the legal drinking age.,1,outline,outline,1
1812.jpg,"WHO IS FASTER THAN A SPEEDING BULLET?
NOBODY.

www.everytown.org
www.facebook.com/everytownforgunsafety.org

END GUN VIOLENCE",0,,,1
1813.jpg,without a seat beli a crash can be deadly. even at 20 kmh. in town. car accidents dont just happen to cars.,1,head,crushed,1
1814.jpg,put a helmet on your child.,1,watermelon,head,0
1815.jpg,"A safer workplace. A better workplace.
JDB Safety Awards
Calling all those who understand the importance of workplace safety.
(This is dummy copy from the organization.)",0,,,0
1816.jpg,a safer boot makes all the difference. nitti the safer boot.,1,shoe,building,1
1817.jpg,avoiding a crash comes down to one simple action.,1,path,path,1
1818.jpg,buying from an unlicensed food outlet can prove lethal.dont buy food from an unlicensed establishment. you might end up pavina for it with your life. also if you spot an unlicensed retaler quickly call and notify us.,1,hamburger,snake,0
1819.jpg,72000 children were burnt in mexico last year. dont leave monthes around children.,1,face,face,1
1820.jpg,"MG MORRIS GARAGES
Make the Difference

MG 350
The highest safety and luxury car on the road

16564",0,,,1
1821.jpg,"GO  
in spite of  
Blowouts, Punctures, Heat, Wear: new Goodyear Double Eagle with LifeGuard Safety Spare

New Vytacord, only in new Double Eagle, gives added protection against heat, a tire’s worst enemy. At today’s high, hot turnpike speeds, tires made with Vytacord run cooler, are stronger than tires made with nylon or rayon.

New LifeGuard Safety Spare is a complete inner tire. Not just a shield or tube, but a fully-inflated tire with tread, cord and bead. Spare inner tire keeps going even if outer tire is damaged. 965 round safety cells resist puncturing objects.

— Widest tread made.  
With Tufsyn rubber. Wrap-around design. Outwears any other auto tire made. New radial whitewall pattern adds high styling to your car.

GO GO GOODYEAR  
More people ride on Goodyear tires than on any other kind.",0,,,1
1822.jpg,dont drive tired. think,1,street,Parking,1
1823.jpg,never before haspersonal protectioncome in so manystunning color options. get your gun of color and express your style with flair find the american tradition and crafsmaship that is charter arms atkings pawn jewelry.,1,gun,flag,1
1824.jpg,"OMG!!!
NICK
NVITED
ME
2A
PARTY
Make sure you and your teenagers stay safe on the road.

Using a mobile while driving is dangerous and illegal. Pull over to the side of the road, or switch it off when driving.

To find out more go to vodafone.co.nz/driving",0,,,0
1825.jpg,zetra doesnt save you if you cross an red. festina lente.,1,Crosswalk,street,1
1826.jpg,look twice. save a life. share the road with motorcycles.,1,truck,crash,1
1827.jpg,"YOU DID NOT JUST PARK ILLEGALLY. YOU BURNED DOWN A HOUSE.  
DOUBLE PARKING CAUSES TRAFFIC JAMS.  
MUMBAI TRAFFIC POLICE.",0,,,0
1828.jpg,596 people died as a result of teen drinking and driving. 596 people died in crashes in which teen drivers had alcohol in their system. no alcohol. 2013 fatal crashes involving 1519 year olds in passenger vehicles.,1,equation,eyes,0
1829.jpg,when you drink your reaction time slows down. dont drink and drive.,1,STOP,stretched,0
1830.jpg,youll flip your flippers over sevenup and vodka out of the sea of vodka drinks theres one thats something special.one thats truly delicious alwaysno matter who makes it or where. its 7up and vodka think about it. vodkawith its famous good manners that let the taste of your mixer come through.and 7upfor the taste you want to come through. the refreshing taste... the cool taste... the just plain delicious tastewhy not take the plunge and try a 7up and vodkanothing does it like sevenup,0,,,0
1831.jpg,"Goodbye, my boss
——Give dreams a chance
In the bottom right corner, there are also brand and website logos:
NetEase Lottery",0,,,1
1832.jpg,never a rough puff. come all the way up to kool. never a rough puff. not with the taste of extra coolness in kools and now for more smooth sailing.were offering you the worlds most popular sailiboot the sea snork.ordinarily youd pay about 120 for this portable unsinkable eleven. foot sailboat but you can get in from kool for only 88 delivered and one kool carton end flop bankamericard or master charge occeptable. so get kool and stay cool with the sea snark and the only cigarette with the taste of extracooiness. kool.,1,cigarette,person,1
1833.jpg,"Samsung LED TV at  
Design That Performs  

This is the Samsung LED TV  
Move beyond the present.  
Experience the true vivid colours of life.

Samsung LED TV Series 9",0,,,1
1834.jpg,"**""Naturally to home""**  
Samsung Staron Kitchen Countertop  
Staron",1,ocean,counter,1
1835.jpg,live in a world of infinite possibilities. samsung galaxy s5.,1,phone,ice,1
1836.jpg,because they cant fight back.,1,soldier,broken,1
1837.jpg,because paper jams waste more than just paper. samsung mlso1snd with antijam technology,1,parrot,paper,1
1838.jpg,"Samsung GALAXY ANCORA  
  A NEW FORCE IN THE GALAXY FAMILY
  
  200,000 apps from the Android market  
  Game Hub: 1000s of stunning games to download  
  Social Hub: organize and synchronize your contacts  
  Music Hub: Over 11 million tunes in intuitive music store
 
  Only with O₂

  MEET OTHER MEMBERS OF THE GALAXY FAMILY.  
 
  STAY CONNECTED  
  LIKE NEVER BEFORE
 
  SAMSUNG MESSENGER  
  Latest Android technology  
  Best in class social connectivity  
  2.8"" capacitive touch display",0,,,1
1839.jpg,"backlit LED  
Samsung LED TV  
The Next Generation of television",0,,,1
1840.jpg,meet the newest familu of energuefficient treehuggers. thats the wonder of samsung. qur newest sidebyside refrigeratar is so beautiful you night nat notice that it eceeds u.s. departaent of energy standards of efficiency by up to 30 whats nore evary one of our 2010 sidrty sides is energy star qualified. good neus for any fanily wta wants their food fresher tadget leaner and ife greener.energuefficient cool. another way samsung is dedicated to wonder. sumsung turn on tomorrow.,1,boy,boy,1
1841.jpg,"Enjoy the excitement with just one shot!
Intelligent dual screen
Dynamic dual screen, fun in pairs
(2View dual screen camera logo)
Smart sharing
A smart camera that can post on Weibo,
Built in Wi Fi function for instant sharing
Model: DV300F
Enjoy the excitement with just one shot!
Samsung Smart Camera",0,,,1
1842.jpg,musically inclined. samsung galaxy s3.,1,speakers,phone,1
1843.jpg,"Windows Vista® Home Premium
Nice Try!",1,sumsung,head,1
1844.jpg,"**""FOR THE PLANET. WWW.AMNESTY.ORG.UK""**",1,people,phone,1
1845.jpg,"The crisp keen taste of the Northland.  
New L&M Menthol Tall. 100 millimeters tall.  
Taller than king size.",0,,,0
1846.jpg,where beauty beats. sephora.,1,Face,face,1
1847.jpg,"IGNITE THE MOMENT: CRIMSON VELVETS  
LEARN HOW TO WEAR IT",0,,,1
1848.jpg,"Monthly payment: €600

Lease duration: 48 months

Total mileage: 80,000 km

Down payment or trade-in: €19,410

Final purchase option: €28,563

Leasing rate: 5.99%

APR (TAEG): 6.70%
nanninember.it
+2
cascioligroup.it
+2
bmwusa.com
+2
penskecars.it
+2
nanninember.it
+2
cascioligroup.it
+2
penskecars.it
+1
Kbb.com
+1",1,bottle,player,1
1849.jpg,absolut stardom. absolut vodka.,1,bottle,lights,1
1850.jpg,think snarp.,1,mouse,clouds,1
1851.jpg,"Now your kids can do more than watch Sesame Street.  
They can play with it.  
SESAME STREET
For the first time, educational playthings based on your child’s favorite TV series.
1. Ernie Hand Puppet—Almost any child can operate his arms and mouth.  
2. Bert Hand Puppet—Ernie’s inseparable buddy. Just like Ernie.  
3. Cookie Monster Hand Puppet—His arms and mouth move, and you can feed him cookies.  
4. Oscar Hand Puppet—The world’s most lovable “Grouch.”  
5. Big Bird—Almost 19 inches tall. Bend him, pose him. Make his beak move and his wings flap.  
6. Spell-A-Phone—“Dial” a word, and the word will talk to you. Dial characters from Sesame Street, too.  
7. Walking Letters—Letters actually “walk” down the ramp as you spell the word. Get it right, and Big Bird pops up to congratulate you. Wrong? The letters fall down!  
8. Sherlock Hemlock Magic Puzzles—Complete with the Magic Looking Glass to reveal hidden answers, letters, and numbers. The real fun starts after you put it together.
Each of the above Sesame Street toys is guaranteed for one year from date of purchase against defective materials and workmanship.
This educational product was developed in close cooperation with the producers, researchers and educational advisors of the Children’s Television Workshop, creators of the Sesame Street television series. This product is intended to further the instructional goals of Sesame Street, but it has independent educational value and children do not have to watch the television show to benefit from it.
Workshop revenues from this product will be used to help support Sesame Street and other C.T.W. educational projects.
Big Bird and the Muppets are Jim Henson creations.  
© 1971, Topper Corp.  
Topper Toys  
A division of Deluxe Reading, Inc.  
Products of Educational Toys, Inc.  
A subsidiary of TOPPER CORPORATION",0,,,0
1852.jpg,achieving near perfect 5050 weight distribution has always been something of an obsession at bmw.it guides our engineors to such a degreo that erven . battery placement varies from car to car in the 325i pictured abowe the 48lb batery is located in the back.while in the 318 its placed under the hood.extreme not if you consider the proven benefits of iddeal weight balance such as improved handling and precise conrol in a variety of driving situations.our commitment to weight distribution is obvious on every bmw to the point that no model vaties more than 27 froen perfection.of course if youve ever driven a bmw you would have felt this instinctively in the way it corners almost as d its on rals. or in the way it brakes without undue frontend dive. in the way only a better engineered car can make you feel at one with the pavement and firmly in command.and youl notice balance in the 3series beyond the placement of weigh. its a cat that delivers equal parts performance and safety. driving exhilaration and comfort. high technology and a tradition of excelience.is it ary wonder the 325i has been named to car . and drivers ten best list for lour yoars in a rowa feat that alone should tip the scales in favor of a bmw. tegardiess of the car its up against. the ultimate driving machine.,1,car,scales,1
1853.jpg,hitachi multihead vcrs. extra sharp picture quality.,1,Radio,razor,1
1854.jpg,"Iroha
SHISEIDO",0,,,1
1855.jpg,"A refined cleansing
To make you even more beautiful
Shiseido Cosmetics

",1,hair,colored,0
1856.jpg,moisture goes deep color comes alive moisture extreme lipcolor. moisturizes with 3x the power of a lip balm. feel the difference reds pop pinks blossom plums go richer. protects with spf 15. in 44 sumptuous nonfeathering shades. maybelline. new york. maybe shes born with it. maybe its maybelline.,0,,,1
1857.jpg,"Shiseido substitute
Ethene Art
Ethyne Art
(ethien art medicine)",0,,,1
1858.jpg,"Boring is a terrible thing. Enjoy the drive. 
BMW 3 Series. Already from 27.900 € (incl. 17% VAT).",0,,,1
1859.jpg,"FREE STUFF FROM PEPSI  
GIFT CARD  

Enter for your chance to win 1 of 4 $50 Amazon.com gift cards.

2010 PEPSI, PEPSI-COLA and the Pepsi Globe design are registered trademarks of PepsiCo, Inc. Sweepstakes begins __________ 2010. Drawing will be held on or about __________ 2010. NO PURCHASE NECESSARY. Void where prohibited. Participation is subject to complete Official Rules and promotion details found on tear pad reverse and on ballot box. You must be a legal U.S. resident, 18 years or older, to participate. Prize will be awarded in the form of one (1) $50.00 Amazon.com gift card. Four (4) Grand Prizes will be awarded. There will be four winners selected per participating school from among all eligible entries received at each school. All rights reserved. HPC81685 Actual Prize may vary from photograph, one entry per person.",0,,,1
1860.jpg,"VISA
worldwide sponsor  
everywhere you want to be  
everywhere",0,,,0
1861.jpg,Siemens built-in series. Everything else is passé,0,,,1
1862.jpg,the first washing machine with anticreasesystem. we belong to the family.,1,hypnotize,washer,1
1863.jpg,some machinery can never be replaced. think safe. because your safety is our number one priority.it comes before all our commercial objectives. if you have any concerns at all contact your direct manager. we are aiming for zero harm culture siemens.,1,leg,bone,1
1864.jpg,The ice-skating rink at MorumbiShopping is back.,1,floor,Skating rink,1
1865.jpg,absolut apple.,1,bottle,taxis,1
1866.jpg,halloween roller skating carnival. on the mall central park. bring your skates come in costume prizes will be given for costumes.,1,pumpkin,head,1
1867.jpg, A CAR THAT CALLS FOR HELP WHEN YOU CAN’T.,1,viewer,rollover,1
1868.jpg,cork 900 leading tail carved from.,1,skis,twisted,1
1869.jpg,now directly to the shislopes.,1,lift,,1
1870.jpg,now fresh air freezes energy costs. in boulder colorado ibm uses the cold climate to help cool its data center reducing cooling costs by alnost 50.,1,lightbulb,penguin,1
1871.jpg,"HEAD
THE BEST SKIERS IN THE WORLD USE HEAD EQUIPMENT, DON’T YOUR RENTAL CUSTOMERS DESERVE THE SAME?
head.com  
coolearth
HEAD
VICTORY 2010!
This season, HEAD athletes won 11 Olympic medals and 5 World Cup titles. Congratulations, you World Cup Rebels, for making HEAD the world’s most successful racing brand in 2010!
Lindsey, Bode, Maria, and Didier choose HEAD, featuring KERS, to win. Shouldn’t you too?
Demo HEAD race products this summer at our new Mt. Hood Test Center in Government Camp.",0,,,1
1872.jpg,“Ski Vermont. It’s winter in its original state.”“WHO’S UP FOR A ROAD TRIP? … Ski Vermont. It’s winter in its original state.”,1,vehicle,outline,1
1873.jpg,freeze lifes boring bits. take a break from the corporate grind and feelthe pure exhilaration of winter sports right here in dubai. on the slopes. sking. snowboarding. freestyle stunts. zipline. snowfan. coaching. in the snow park. play with penguins. snowplay. chalritt slows. eat drink unwind.,1,tie,ice,1
1874.jpg,theres a beauty to bringing owt your inner strength. when skin power transforms beauty aging changes. get the power.,0,,,1
1875.jpg,"""Let’s enjoy knitting!""""Let’s enjoy knitting!""",0,,,1
1876.jpg,we melt when were near you. skinny cow. loving you in that delicious lowfat way.,1,cream,people,1
1877.jpg,"It’s a surprise to see a different label on baby’s Nestlé’s Milk! But Nestlé’s is just what it always was, the goodness of rich full-cream country milk made easy for the most delicate little stomach to digest.
NESTLÉ’S SPECIAL FULL CREAM CONDENSED MILK",0,,,0
1878.jpg,"Skinnygirl®  
VODKA  
WITH NATURAL FLAVORS  
WHITE CHERRY  
30% ALC./VOL. (60 PROOF) 750 ML

Skinnygirl®  
VODKA  
WITH NATURAL FLAVORS  
CUCUMBER  
30% ALC./VOL. (60 PROOF) 750 ML",0,,,0
1879.jpg,"CAN WE MAKE Love ...SOM’MO  
FEATURING CHAMILLIONAIRE

Scott GERTNER  
[myspace.com/Scott]  
Purchase Scott’s New Single Today on  
click here iTunes",0,,,1
1880.jpg,glaceau smartwater. the water with all the benefits,0,,,1
1881.jpg,"IT’S MORE THAN HYDRATION, IT’S TOTAL Electrolytenment
NATURALLY OCCURRING ELECTROLYTES  
resource  
NATURAL SPRING WATER
100% NATURAL SPRING WATER  
From a carefully selected source for a clean, crisp taste  

ELECTROLYTES  
For taste, naturally occurring  

MADE WITH AT LEAST 50% RECYCLED PLASTIC  
(BPA-Free, except cap and label)
Water that sustains your well-being. That’s Electrolytenment.",0,,,0
1882.jpg,glaceau smart water.,1,image,leaf,1
1883.jpg,"ABSOLUT ROSE  
Country of Sweden  
This superb vodka was distilled from grain grown in the rich fields of southern Sweden.  
It has been produced at the famous old distilleries near Åhus in accordance with more than  
400 years of Swedish tradition.  
Vodka has been sold under the name Absolut since 1879.  
40% ALC./VOL. (80 PROOF) 1 LITER  
IMPORTED
ABSOLUT SWEET.",1,bottle,sweet,0
1884.jpg,"This man smoked 125,000 cigarettes before he got cancer. What number did you just finish?  
[www.lung.ca/takeaction](http://www.lung.ca/takeaction)  
Nothing is more important than your next breath.  
— THE LUNG ASSOCIATION

This piece was placed over public ashbins outside of schools, businesses and restaurants. As an added effect the smoke from inside the container rises up and out through the hole to create an unsettling image.",1,throat,hole,1
1885.jpg,ifyou light up you die.,1,lighter,gun,1
1886.jpg,the surgeon general warns thatsmoking is a freouent cause ofiwasted potential and fatal regret. joe chcmo.,1,camel,camel,1
1887.jpg,iq. think about it. fun on the net in.,1,cigarette,I,1
1888.jpg,about 440000 americans die each year from diseases related to smoking.90 of them started as teen smokers.,1,cigarette,tag,1
1889.jpg,"""LUNG CANCER
DO YOU KNOW HOW THIS STORY BEGINS?""",1,people,people,1
1890.jpg,New images of cigarette packs. Because you need to know the truth.,1,picture,teeth,1
1891.jpg,every breath you take will eventually shorten your life.,1,cigarettes,bar,1
1892.jpg,"
AFTER YOU HAVE A LUNG REMOVED, TAKE SHORT BREATHS.
Annette, Age 57. Diagnosed at 52. New York
Smoking causes immediate damage to your body. For Annette, it caused lung cancer. You can quit. For free help, call 1-800-QUIT-NOW
ALLOW EXTRA TIME TO PUT ON YOUR LEGS.
Brandon, Age 31. Diagnosed at 18. North Dakota 
Smoking causes immediate damage to your body. For Brandon, it caused Buerger’s disease, which cut off blood flow and led to amputation. You can quit. For free help, call 1-800-QUIT-NOW",0,,,1
1893.jpg,smoking kills.,1,cigarettes,bullets,1
1894.jpg,smoking to me is like suicide... it is death in anticipation.,1,cigarette,person,1
1895.jpg,smokingkills 300 times more people than crime.,1,gun,cigarette,1
1896.jpg,"""You are burning yourself and your country.""",1,cigarette,ash,0
1897.jpg,somking. clean bowled in your life prepare best bowler in life.,1,cigarettes,bowling,1
1898.jpg,DEATH COMES IN SMALL PACKAGES,1,Death God,small pachages,0
1899.jpg,the average smoker needs over five thousand cigarettes a year. get unhooked.,1,man,fish,0
1900.jpg,**Marlboro**,1,cigarette,teeth,0
1901.jpg,youre not quite you when youre a little bit hungry.,1,person,ball,0
1902.jpg,introducingsnickers ultimate. the chocolate begins its journey in a secluded monastery surrounded by tranquil silence to enhance its smooth flavor and character. once peeled the peanuts are dryaged in a mahogany cabinet while selections of classical music and epic poetry are played to ensure maximum refinement. the caramel crafted by artisanal candy makers in milan is then made even creamier by a fivestage infusion process known to only three people in the entire world.the nougat is mixed in lowfriction titanium bowls then aerated with fresh mountain air to.achieve its oneofakind chewv texture. once assembled the bar is then lovingly cradled in a 2000 threadcount silk wrapper embossed with flaked diamonds and 24 karat gold leaf.snickers presents the ultimate hungersatisfying experience yours for only s1000.,1,candy,diamond,0
1903.jpg,snickers. peanut butter.,1,shark,workers,1
1904.jpg,"assert yourself

Use a Burton board with
your own drive and choose
to stand out from the crowd
and push your own limits.
Burton boards will never
hold you back.",0,,,1
1905.jpg,be sent skyhigh. snowboard run.,1,snow,ice,1
1906.jpg,"The four seasons.  
hell. hell. hell. winter.",1,evil,people,1
1907.jpg,snowboard garage. born to board.,1,hand,palm,-1
1908.jpg,my everest. fatum reach new heights.,1,sea wave,Mount Qomolangma,-1
1909.jpg,"PROTECTING SELF EXPRESSION  
SINCE 1996
Shaun White  
TRACE
If you don’t EXPRESS YOURSELF, who will?  
SUBMIT your helmet designs at:  ",0,,,1
1910.jpg,i ride because... anti,1,man,hex,1
1911.jpg,W,0,,,0
1912.jpg,think your teen life wont change with a baby?,0,,,0
1913.jpg,"„Haltern ist kein Kurort.  
TROTZDEM GIVES US THE PACKAGING. In other words, it's the same.
YOU, HALTERN!",0,,,1
1914.jpg,yeah theyre that serious. international childrens games.,1,ball,head,1
1915.jpg,"50¢ CORN DOGS ALL DAY AUGUST 27  
Celebrate SONIC® with a favorite treat  
See the corn dogs",0,,,1
1916.jpg,beware of false prophets. you know the prophets. since its introduction nearly two years ago the worids first completely pmgrammable polyphonic synthesizer has become the mest sought after newinstriment on the professional music market.one instrui ment which gives you an array of instni ments from superb brass and strings to toy pianos helicopters and anything in between. the possibilities are as limitless as your imagination. the sincerest flattery.with an instrument as revolutionary and brilliant as this imitators were inevitable but like imitation anything else they are always compared to the original. the fact is the prophet5 gives you more creative freedom than any comparable machine.the heart of the prophet5 is a powerful computer with a selfcontained memory able to store forty patches. thats forty patches which you can use edit or completely erase and replace with your own.to recall them simply press a button.a reserve battery with a ten year life ensures storage even when the prophet5 is switcbed off. and the enabledisable switch on the rear panel prevents accidental erasure of your progams. more creative freedom.webeligve a svnthesizeris just thatan instrument forcreating sound the prophet5 is deslgned to give you complete controlin the creative process theprophetss unigue poixmod section allans independent moduilation on each ofthe 5 voices either the oscl lator irequency oseillator pulse widithior flter catoff can be controlled by the other escillator or fliter envelope generator. the filters are of course 24 dboctave 4pole rather than the less potent 12 dboctave filtersusing your pitch bendand modulation wheelsyou can control entire chords or single note solo lines.the prophet5 has a full complement of back panel signal input and output jacks.included are sustain footswitch jack filter and amplifier pedal jacks and sequencer interface jacks for use with scis model 800 digital sequencer.the prophet5 can also be used with other synthesizers and synthesizer accessories. virtuous simplicity.for all ofits sophistication and versatility.the prophet5 is very easy to set up plug it into an amp turm on the power switch and play. to tune it simply press the tune button and the prophet5s computer automatically tunes and bcales all ten oscillatorsthepe are large red led displays which clearly indicate the memoy bank and program in use. a builtin crystalreferenced a440 signal is accurate to less than or equal to 1 hz. a switch allows you to convert from 115v to 230v so the prophiet5 can go with you anywhere in the worldthe prophetss handcrafted wood cabinet is only 412high 37 wide and 1612 deep. smaller and lighter than its imitators it can be easily stacked with other keyboards. its the sound.musicians dont play musical instruments because of their switches and knobs. they play them for sound quality and sound versatility. you owe it to yourself to play a prophet5 before choosing your instrument. you might have to wait a little while to get one but if you want fantastic sound and total creative freedom you wont settle for an imitation. you will accept only the originalthe one true prophet.addendum sequential circuits has again advanced with the technological world and has redesigned the prophet to include the following featurescassette interfacevariable scaling programmable simplified eait facilitiesvoice defeat systemthe prophet 5 is stif the best poly synth available anywhere at any price.,1,instruments,sound,1
1917.jpg,it takes the sharpestinvestment minds tobring them together.,1,diamond,thinker,1
1918.jpg,sony make . believe. superwide shot. cybershot. the supermodel.,0,,,1
1919.jpg,i water proof. 1.5mp camera. will work fine for 30min inwater at a depth of 1 meter.,1,water,fish,1
1920.jpg,PLAY THE GAME,1,phone,fish,1
1921.jpg,your games. your movies. your music. your lifeyour whole world in your hands,1,people,playstation,1
1922.jpg,perfectsound sony,1,headphone,fork,0
1923.jpg,the mother of portable sound. like no other.,1,headphone,uterus,1
1924.jpg,"More Bandicoot than you ever hoped to see in a lifetime.  
Crash Bandicoot: The Huge Adventure",0,,,1
1925.jpg,"Television has finally hit its beak.  
the muppets.  
new series sept 22 tuesdays 8|7c abc  
#TheMuppets",0,,,1
1926.jpg,"Michael Phelps – 23 Time World Record Holder  
FASTSKIN  
LZR RACER  
WORLD RECORDS BEING BROKEN DAILY  
CLICK TO LEARN MORE",0,,,1
1927.jpg,american football. the tougher football. gettings tougher since 1978.,1,football,muscle,1
1928.jpg,absolut welcome.,1,bottles,lights,0
1929.jpg,electronic sports. world cup. under the auspices and supervision of fifa.,1,person,equipment,1
1930.jpg,"ALL SPORTS NOW ON YOUR PHONE
CANAL+",1,finger,monster,1
1931.jpg,"UMBRO YOU 17. PHANTOM
UMBRO",0,,,0
1932.jpg,JUST DO IT,0,,,1
1933.jpg,Think your teen life won’t change with a baby?,1,man,woman,1
1934.jpg,xango. proud to power real salt lake.,1,player,rocket,1
1935.jpg,NEUAL TURN MEN ATHLETES,1,shoe,skin,1
1936.jpg,"“COKE”, “COCA-COLA”, “COKE ZERO”, THE DYNAMIC RIBBON DEVICE AND THE DESIGN OF THE CONTOUR BOTTLE ARE REGISTERED TRADEMARKS OF THE COCA-COLA COMPANY. (C) 2008 THE COCA-COLA COMPANY.",0,,,0
1937.jpg,"Before.  
Usain Bolt.  
Gatorade Prime.  
Pre-game fuel.  
Prime.  
4 ounces of pre-game fuel with:  
- Carbs so you can start strong.  
- Electrolytes to ensure hydration.  
- B Vitamins to help maintain your body's energy and metabolism.  
That's G.",0,,,1
1938.jpg,give us this day,0,,,1
1939.jpg,trocathion.,1,pump,baton,1
1940.jpg,THE NAME BEHIND THE GAME,0,,,1
1941.jpg,crlories crushed.,1,cake,dirt,1
1942.jpg,express yourself.,0,,,1
1943.jpg,olympikus.,1,leg,folded,1
1944.jpg,"RUN  
DON'T WALK SALE  
UP TO 40% OFF  
ON PAST SEASON SHOES & APPAREL  
+ FREE SHIPPING  
SHOP NOW",0,,,1
1945.jpg,"Protect the rock
Quechua",1,rock,skin,1
1946.jpg,la revsta dcl deporte.,1,shoe,magazine,1
1947.jpg,"Introducing Galaxy Nexus, the first 4G LTE phone from Sprint.
",1,android,people,1
1948.jpg,sprite. the spark.,1,sprite,head,1
1949.jpg,"Sprite  
OBEY YOUR VERSE

“By honoring and recognizing great lyricism from some of the genre’s biggest icons on our product packaging, we’re demonstrating how Sprite continues to support hip-hop artists that remain true to themselves.”  
— Kimberly Paige  
Vice President, Sprite Brands and Flavors  
Coca-Cola North America

lyrically  
i’m supposed  
to  
REPRESENT

Obey Your Thirst",0,,,1
1950.jpg,"Sprite  
Liquid Skittles",1,sprite,lemon,1
1951.jpg,full dre am ahead.,1,sprite,Dancer,1
1952.jpg,"Listen… 
you don't always have to be right,  
you have to be happy

Directed by Avinash Kumar Singh | Produced by Ashok Sawhny

HAMMOCK  
Sa Re Ga Ma  
Turtle on a hammock films presents  
Mr. Ashok Sawhny Group ",0,,,0
1953.jpg,"DO NOT USE AS INSECT REPELLANT  
OBEY YOUR THIRST. DRINK SPRITE.",1,sprite,insect repellant,1
1954.jpg,spark up your life,1,juice,lime,1
1955.jpg,your little friend has a nae. heep it clear.,1,arm,penis,1
1956.jpg,"SPRITE SAYS:
SPEAKING ENGLISH
DOESN'T OPEN UP DOORS.

OPEN 24 hours

Things the way they are.",0,,,1
1957.jpg,"Sprite
OBEY your THIRST",1,sprite,thirst,0
1958.jpg,everybody wants to be a dog.,1,cat,dog,1
1959.jpg,"Diet  
Coke  
★  
Jean Paul  
GAULTIER",1,head,head,1
1960.jpg,"SPRITE IS A THIRST QUENCHER  
GOOD JOB SPRITE FOR BEING COLD REFRESHMENT  
OBEY YOU",0,,,1
1961.jpg,"1 = 10  
text or email alert          times less worry  
With Alerts, you can really relax and
SIGN UP NOW
It’s good when a little change puts your mind at rest",0,,,1
1962.jpg,"ExploreYou  
Standard Chartered  
Here for good

Applying for jobs isn’t easy  
So don’t apply... just yet


We feel your pain. This is both an exciting yet difficult time, you are about to make one of the biggest decisions of your life. You’ll be taking the first step in your career journey. And even though it might be difficult to imagine, the decisions you make in the next five years will determine your next ten. So it’s important that you take the time to explore what’s right for you before you apply, because what you choose now matters.

Maybe banking is at the top of your list. Maybe it isn’t. But regardless, with banking at the core of the global economy you’ll gain a perspective on how the world runs and be exposed to an impressive variety of industries. The landscape is constantly changing. Everyday regulations evolve, markets fluctuate, new technologies emerge and customer expectations change. Do you want to be part of it?

Even if you aren’t sure what you want to be doing in ten years time, a foundation in banking can set you up for success. But first you need to understand if banking is right for you.

Explore You. And discover where banking can take your career.  
www.standardchartered.com/ExploreYou


International Graduate Programme  
Consumer Bank Fast Track Programme",0,,,1
1963.jpg,"The new Standard Chartered  
VISA Electron. Wherever in  
the world you shop.  
 
It's the Shop-N-Spend ATM Card.",1,bag,VISA card,1
1964.jpg,absolut classified.,1,absolut,ads,1
1965.jpg,"RETHINK THE WAY YOU REENERGIZE

Starbucks introduces Refreshers – such a refreshin' collection  
A natural energy drink made from green coffee infused with sparkling fruit juices",0,,,1
1966.jpg,the earth really doesnt need us. but we desperately need the earth and we should never forget who depends on who. to show our respect the starbucks green team first offered coffee grounds ascompost in 1998. the idea quickly grew and today helps reduce waste in our storeswhile enriching local gardens with nitrogenrich materials. to get involved start byasking your barista. love the bean replenish the planet.,0,,,1
1967.jpg,pass the cheer.,0,,,1
1968.jpg,starbucks cuban coffee. wash down your cuban with a little cuban.,1,smoke,coffee,1
1969.jpg,its a perfect frappuccino day.,1,Frappuccino,kite,1
1970.jpg,we you.,1,cup,heart,1
1971.jpg,"The interior plastic coating that keeps it from leaking also makes it nearly impossible to recycle—an ironic situation for such an eco-conscious brand.

The original Starbucks cup held 8 ounces of coffee. But our yen for caffeine led to a 12-, 16-, 20- and finally a 31-ounce size—the Trenta, introduced in 2011.

Taking a page from Greek mythology, Starbucks calls her the Siren. But here on the cup, she’s just a G-rated version of her former, and rather buxom, self.

Engineered to prevent spilling, it features a sip hole that leads to...spilling. In 2008, Starbucks debuted a “Coffee Lid Sip Hole Plug Stopper.”
",0,,,0
1972.jpg,chartboost. decorative chinese new year frames.,1,dragon,lion,1
1973.jpg,worlds largest starbucks date. fun surprises. special pairings menu. sparks of love. invite someone.,1,cup,people,0
