Pic_id,Text,MetaphorOccurrence,Target,Source,SentimentCategory
2083.jpg,低碳生活节能减排,1,地球,水滴,1
2084.jpg,守护食品安全做良心食品！,1,手,叶子,1
2085.jpg,"珍爱生命 · 远离香烟
点燃的是香烟
消耗的是生命
珍爱生命 · 拒绝烟草
[5.31世界无烟日]",0,,,0
2086.jpg,绿色生产 节能环保,1,世界,沙漏,1
2087.jpg,"水是生命之源
请珍惜每一滴水",0,,,0
2088.jpg,关爱未成年·公益广告,1,方向盘,酒杯,0
2089.jpg,"安全驾驶 人人做起
严禁酒驾 我为人人
严禁酒驾
酒后驾驶 害人害己
粗  糙  酒  驾  一  安  全  出  行 
酒",0,,,0
2090.jpg,拒绝酒驾,0,,,0
2091.jpg,智慧·济南,1,文字,酒,1
2092.jpg,"节能减排
节能减排
洪灾
地震
冰雹
台风
干旱
雪灾
地球，你怎么了？",0,,,0
2093.jpg,珍爱生命 拒绝酒驾 拒绝酒驾 珍爱生命 遵守交通法规 关爱生命安全,1,森林,鹿,1
2094.jpg,做人全玉其质 以信赢天下,0,,,0
2095.jpg,节约每一滴水,0,,,0
2096.jpg,"爆香芝麻，小身材爆发的大力量。
只要一口，就能征服美味的巅峰。",1,生命,水滴,1
2097.jpg,"“厉行节约反对浪费”
光盘行动
从我做起
一粥一饭 当思来之不易
浪费可耻
节约光荣",1,暴力,碎玻璃,0
2098.jpg,文明四会讲文明树新风人人节约一点能源世界增添绿洲无限四会市精神文明建设委员会四会市新时代文明实践中心,0,,,0
2099.jpg,"保护动物
保护动物 和睦相处",1,地球,泡泡,0
2100.jpg,节约粮食 厉行节约是中华民族的传统美德 勿忘本 有机化肥 有机化肥促销宣传海报 惜粮惜食 建设社会主义新农村，不仅是一个概念，自上世纪50年代以来国家就明确提出并通过各种形式推动。中国的节约文化对具有更为深远的历史意义和更加全面的发展社会主义新农村，建设美丽中国。最终为城乡居民提供更加优越的居住环境，更好地实现物质文明和社会和谐发展。,0,,,1
2101.jpg,,1,节能减排,绿色,1
2102.jpg,生命和酒能 平衡吗?,0,,,0
2103.jpg,"B款 金色+红色
开放
正在营业
火锅
涮着火锅
喝着酒
小资生活
有木有
宽X高
小号:30cmX50cm
中号:40cmX66cm
大号:55cmX92cm
特大:75cmX125cm",0,,,1
2104.jpg,"拒绝香烟
世界无烟日
世界无烟日
1987年11月，在日本东京举行的第六届国际吸烟与健康会议上，世界卫生组织（世界卫生组织）提议将4月7日定为每年的世界禁烟日。
燃烧的是生命
点燃的是香烟
世界无烟日
2020-05-31
为了您的生命健康请对烟草说不
远离烟草 珍爱生命
1987年11月，在日本东京举行的第六届国际吸烟与健康会议上，世界卫生组织（世界卫生组织）提议将4月7日定为每年的世界禁烟日。
吸烟有害健康
实现世界无烟需要人类达成一致共识
拒绝香烟",0,,,0
2105.jpg,"倡导低碳生活
共建宜居家园
三公里 步行
五公里 骑车
十公里 公交",1,自行车,绿叶,1
2106.jpg,"站酷 站酷
杰士邦 杰士邦
日出加倍
日落不息
黄金持久 黄金持久
杰士邦品质出品",1,树,灯泡,1
2107.jpg,节能低碳,1,颜色,出行方式,1
2108.jpg,"关注食品安全 
民以食为天 食以安为先 关注食品安全 健康你我他",1,屏障,酒瓶,0
2109.jpg,红动中国·江西站 用心做设计，只为超越未来 原创作品设计 保护环境的标志 善待动物 和谐生存 保护动物 人人有责 同一片天空 同一个家园 每个人都有责任保护野生动物,0,,,0
2110.jpg,节约用电从我做起,1,地球,苹果,0
2111.jpg,"文明丽江
文明·丽江 文明·丽江
拒绝飞檐走壁
创建全国文明城市 做文明有礼丽江人
街道不是赛道，安全怎可跨栏？
讲文明树新风—《拒绝不文明行为》组图",0,,,0
2112.jpg,"元芳，你怎么看？
这家店真不错！
大人，友用酒！
小的已经寻查过了，他家味道纯正，环境一流，而且价格很公道！
工薪消费
好而不贵
我考察过了
这家店真不错
吃光盘中餐
不做 剩男 剩女",1,水管,树,1
2113.jpg,"从这儿停止的正是爱的循环
为了邻里关系
请您勿在楼道吸烟!
您的二手烟已严重污染邻居家庭
请您轻移贵步, 去楼外吸烟
十分感谢!",0,,,1
2114.jpg,"生存，
不靠口罩，
靠罩口。
敬畏生命，
拒食野生，
别让一食之快，
演变一世之殇。
北京市疾病预防控制中心
北京市健康教育所",1,爱心,绿叶,1
2115.jpg,拒绝酒驾 安全驾驶 交通法则在心中 • 交通安全在手中 公益行动 公共行动 拒绝酒驾 你已涉嫌醉酒驾驶，闯红灯等交通违法行为，请立刻停车接受处罚！ 喝！,0,,,0
2116.jpg,"糧食計時
節約時刻
所有的食物都是我们心中最完美的礼物
節約
糧食",1,血液,水滴,1
2117.jpg,"节能减排
同呼吸 共命运 齐呵护
[绿色出行 造福人类]
环保，全称环境保护，是指人类为解决现实或潜在的环境问题，协调人类与环境的关系，保障经济社会的可持续发展而采取的活动的总称。其方法和手段有工程技术、行政管理、也有法律的、经济的、宣传教育的等。
绿/色/地/球/从/你/我/开/始",1,鸟,树叶,0
2118.jpg,,1,城市,拉链,0
2119.jpg,"办理注册出口
办证打印口",1,能源,电池,1
2120.jpg,珍爱生命远离酒驾全民拒酒驾平安你我他抖音微信微博,0,,,0
2121.jpg,"禁止吸烟
珍/爱/生/命/远/离/烟/草
吸 / 烟 / 有 / 害 / 健 / 康
这里不能吸烟
有时候相望是一种无奈，有时候离开是另一种安禅。为了爱你和你爱的人，请不要吸烟。
杜绝平庸 从设计出发
红动中国·江西站",1,房子,树叶,1
2122.jpg,对弈小神童，尚在长成中。游戏无规矩，打闹是常情。但凡说故事，必须中国赢。落子成定局，欢呼起高音：中国我爱你，年少正青春！一清中国好棋！讲文明树新风 公益广告梦中国XXXXXXXX庄镇宣中国文化 中国表达中国精神,1,吃饭,筷子,1
2123.jpg,绿色环保 低碳生活,1,消防服,积木,0
2124.jpg,"请节约用电
请勿使用大功率电器
随手关灯！
一屋不扫
何以扫天下
请随手锁门,不然
你就是小偷的领路人
学会自我管理,与人合作,
以积极的态度做好份内事。
恶语不出口
苟言不留耳
礼貌
是文明共处的
金钥匙
满98元包邮
宿舍文化挂图40张",1,餐食,光盘,1
2125.jpg,绿色，我们需要活力 改变你的生活 节能减排 从我做起,0,,,1
2126.jpg,粮收万石 也要粗茶淡饭,1,澳门,香烟,0
2127.jpg,文明交通 远离酒驾 请勿酒后驾车! 生命需要延续 不要“酒”此打住 公安 公安,1,节约,文字,1
2128.jpg,"夏耘
锄禾日当午
汗滴禾下土
谁知盘中餐
粒粒皆辛苦",0,,,1
2129.jpg,"世界水日
一滴清水 一片绿地",0,,,0
2130.jpg,低碳生活，从点滴做起!,1,灯泡,地球,0
2131.jpg,找个解决方法的比喻,0,,,1
2132.jpg,"低碳生活
绿色未来
少一点碳
多一点绿",0,,,1
2133.jpg,禁止吸烟,1,自行车,叶子,1
2134.jpg,"你喝的是酒
不是方向盘
安全出行
请勿酒驾
安全出行 远离酒驾",1,路障,酒,0
2135.jpg,国外优秀广告摄影荟萃 精选好书 关注店铺领店铺礼包 下单立减 可开发票 赠运费险,0,,,0
2136.jpg,"宏翔
策略创意 · 视觉设计
产品/品牌策略 | 标志VI设计 | 宣传物设计 | 标识设计",0,,,1
2137.jpg,"3路 市一中站
下 自来水公司
首班 07:00 末班 19:00
服务电话: 0979-8431693
3路 市一中站
下 自来水公司
市一中
文明诚信 道德风尚
创建文明城市
禁止酒驾
关爱生命 安全出行",1,鹿,树林,1
2138.jpg,双重曝光创意海报PSD素材,0,,,0
2139.jpg,野生动物 保护动物 只有爱，才能创造属于它们的生活！要不然，即使拥有，也等于失去！ 保护野生动物 保护动物 • 传统美德 保护野生动物是人类共同的责任，保护野生动物，维护生态平衡，是我们对生命和地球的承诺！让我们从现在开始，从小事做起，共同努力，创造一个和谐的家园。 保护野生动物，维护生态平衡，是人类对生命和地球的承诺。让我们从现在开始，从小事做起，共同努力，创造一个和谐的家园。,1,自行车,茎,0
2140.jpg,"中国消防救援 一直在您身边!
中国消防救援
厨房动火
不离人
杨紫
演员
消防宣传公益使者",0,,,0
2141.jpg,盡信書不如無書,1,水滴,地球,1
2142.jpg,浪费是生命的罪恶 请节约用水,0,,,1
2143.jpg,反对家庭暴力给女人和孩子一个温暖的家,1,森林,灯泡,1
2144.jpg,不归路,1,囚笼,灯光,1
2145.jpg,学习啦,0,,,1
2146.jpg,厉行勤俭节约 节粮 厉行勤俭节约 节地 厉行勤俭节约 节纸 厉行勤俭节约 节能 厉行勤俭节约 节水 厉行勤俭节约 节衣,1,杀戮,瞄准镜,0
2147.jpg,"2017 节能低碳宣传周
节能低碳
文明出行
树/立/绿/色/发/展/观/念/推/进/生/态/文/明/建/设
共建低碳 / 共享生活",1,地球,水槽,1
2148.jpg,保护从从未有停止,1,保护环境,文字,1
2149.jpg,水是生命之源请节约用水,0,,,1
2150.jpg,"超分辨率
我大胆总比您撞个头破血流好 大臣",1,同性恋,文字,1
2151.jpg,"节能减排
绿色出行
绿色环保 控制污染 改善环境
爱护环境从我做起",1,地图,文字,1
2152.jpg,"文明城市 绿色家园
2020.08.06 全国文明城市
低碳生活
关注生态 低碳生活
文明城市 绿色家园
全国文明城市，简称文明城市，是址在全面建设小康社会
知识符合文明的方向，是文明的起点
文明城市创建活动是精神文明建设的重要载体，是改善城市环境，提高城市品位，促进城市发展的重要途径。
保护世界
树木拥有绿色 地球才有脉搏
树木有绿色，大地有脉搏。
植树造林是造福后人的千秋大业。争春植树时总是看到柱棵。
只要减少的枯草。这种锻炼的目的主要是为了减小树的表面积。
从而减少树的水分蒸发。提高树的成活率。
电话: 0794:888/8888/6666
地址: 上海市浦东新区东方路3539号",0,,,1
2153.jpg,"低碳生活
绿色出行
少开车，多步行，少碳气，多微笑。
共同创建文明城市，让生活更美好。",0,,,1
2154.jpg,拒绝酒驾 拒绝酒驾 安全出行 酒后驾车 害人害己,1,海洋,水滴,0
2155.jpg,"保护野生动物
保护野生动物
动物是人类的好朋友
没有买卖就没有杀害动物
保护野生动物人人有责
保护它们
从你我做起
没有买卖就没有杀害",1,震动,马达,0
2156.jpg,"节能减排 低碳生活
爱我家园 共护地球
地球资源可不是苹果
吃掉了就没有了",1,饥荒,空饭碗,0
2157.jpg,木木木,0,,,1
2158.jpg,"节约用水
低碳生活从我做起 · 一点一滴共同努力
低碳
低碳生活，能够节约地球资源；低碳生活，能够调节气候回升；低碳生活，能够创造美好明天！爱护地球母亲，创造精神家园！
低碳生活，可以节约地球资源；低碳生活，调节气候上升；低碳生活，创造美好明天！爱地球母亲，创造精神家园！
追求绿色时尚 · 走向绿色文明
绿色时尚对绿色文明的追求",1,文字,树枝,0
2159.jpg,"“瞓一阵先,
开工call我.”
广州人, 顶赞!
项目启动于7月20日，在线登陆移动支付优惠额度，带上你喜欢的广州人同盟，广东广州府新零售生活馆里，和你有机会赢得万元大奖广州购房基金礼品。
©版权所有，粤语方式特有
多少人通宵坚守，为我们，同心协力战胜疫情，早日回归正常生活工作。",1,生命,香烟,0
2160.jpg,节能减排减污增效保护环境利国利民,0,,,1
2161.jpg,妹子洗澡后怎么用毛巾擦脸比喻,0,,,1
2162.jpg,"水，
是我们地球母亲的血液！
保护环境，节约用水，
是我们每一个人的职责！
节水",1,防护罩,胶囊,1
2163.jpg,每一眼都是“森林”,1,禁止符号,爱心,1
2164.jpg,"你好！新时代
奔向小康,最美交通,掀开美好生活新篇章!",0,,,1
2165.jpg,环保先行持续发展,0,,,0
2166.jpg,"索顿智能漆, 品牌来自美国, 服务全球至上
智能漆专家",0,,,0
2167.jpg,携手节能减排悠享生活空间绿色行动让你我从生活点滴做起,1,水,地球,1
2168.jpg,"传承 / 中国 / 传统 / 美德
厉行节俭
反对浪费
“清空你的盘子”活动
浪费可耻
我们是光盘族
从我做起, 从今天开始
拒绝浪费
光盘行动
光盘行动 从我做起
传承/中国/传统/美德",0,,,0
2169.jpg,"微信公众号：“大营销” (大营销)
知乎 @大营销",1,地球,土壤,-1
2170.jpg,"光盘
人生得意莫尽欢
或许现在又到了重温
“谁知盘中餐，粒粒皆辛苦”的时候了。
讲文明 树新风——文明餐桌
勤俭节约 反对浪费",1,规矩,圆规,1
2171.jpg,"节能减排 低碳出行
2018年节能宣传周和全国低碳日
2017节能宣传周与全国低碳
爱生活、爱健康。当今，在这个汽车横行世界的变革年代，我们更要注重绿色、健康、低碳、环保，捍卫绿色家园。推进市民低碳活动，弘扬节能减排，倡导市民树立节俭、绿色、低碳消费观念和健康、环保的生活方式。
热爱生活，热爱健康。爱黄线。今天，在全球汽车的发展中，我们应该注重绿色、健康、低碳、环保，解放弱势群体，用鸿来捍卫绿色家园。推广公众低碳活动，促进节能，促进人们树立节俭、绿色、低碳的消费态度和健康、环保的生活方式。",0,,,0
2172.jpg,"这不是澳門！
禁止吸烟
違法者最高罰款",0,,,1
2173.jpg,省 建设节约型社会 我们现在能做的还有很多,1,愤怒,枪械,0
2174.jpg,“绿水青山就是金山银山”，这句话生动形象地表达了党和政府大力推进生态文明建设的鲜明态度和坚定决心，也进一步阐明了保护生态环境就是保护生产力、改善生态环境就是发展生产力的理念。,1,联系,电话,1
2175.jpg,纯粹设计,1,灯泡,自然,1
2176.jpg,节光照每个角落,1,文字,标识,1
2177.jpg,保护环境从我做起保卫家园保护地球,1,和平,彩虹,1
2178.jpg,"绿色出行 低碳生活
低碳生活代表着更健康、更自然、更安全、更环保的生活，同时也是一种低成本、低代价的生活方式。低碳是一项符合时代潮流的生活方式。",0,,,0
2179.jpg,"低碳生活
绿色出行
环保健康
绿/色/出/行/从/我/做/起",1,香烟,枪,1
2180.jpg,拒绝酒驾 从我做起,0,,,0
2181.jpg,人车平安 远离酒驾。请妥善保管好您的随身物品。,0,,,1
2182.jpg,"LOGO
禁止酒驾 珍爱生命
2020年让我们告别酒驾，珍爱生命，遵守交通规则
祝愿大家过个幸福年
开车不喝酒 喝酒不开车 拒绝酒驾
APRIL FOOL'S DAY, THE WHOLE COURT OFFERS SALE. PROMOTIONAL PRICE OF... THE BIG SHOW, WOMEN'S DAY.
禁止酒驾
全国统一客服热线 888-888-8888",1,地球,灯泡,1
2183.jpg,"保护野生动物
环保
保护家园, 从我做起
只有一个地球，人类应该同舟共济。人类善待自然，就是善待自己。地球能满足人类的衣食，但满足不了人类的贪婪。幸福生活不只在于丰衣足食，也在于碧水蓝天。追求绿色时尚，走向绿色文明。",0,,,1
2184.jpg,"416 套
创意海报作品合集
各种类创意海报作品作业模板合集
PSD 模板・精品
_ 24小时自动发货 _
拍下30秒内发出・发全部文件",1,玻璃,箭,0
2185.jpg,倡导低碳生活 共创美好矿区,1,节约,灯泡,1
2186.jpg,"拒绝酒驾
珍爱生命一路拒绝酒驾文明驾驶",0,,,1
2187.jpg,"节约用水
让我们一起为节水尽一份力
保护环境你我做一起
公益节水系列海报设计",1,细节,水滴,1
2188.jpg,利用清洁能源保护我们的生态环境,1,自然,绿色,1
2189.jpg,熄灯一小时 世是另一种美,0,,,0
2190.jpg,拒绝动物表演 -- 舞台就是囚笼,0,,,1
2191.jpg,节能减排,0,,,1
2192.jpg,"动物不是商品，生命无价，不要图财害命
拒绝杀戮 保护动物
[保护珍稀野生动物 人人有责]
柳州市动物协会宣",0,,,0
2193.jpg,红动中国·江西站 用心做设计，只为超越未来 原创作品设计 节约用水 节约用水,1,台湾,文化,1
2194.jpg,"树木的折腰
树
每天提供我们赖以生存的氧气，
保护树木就是保护我们自己。",0,,,0
2195.jpg,"感受谢的点滴节约
节约从小事做起
不让水龙头滴水
我们随时都该做到....
比如说：
掉在地上的物料随手捡起；
用水后将水龙头拧紧；
休息时间随手把灯关掉；
爱惜身边每一件物品不被损坏；
用过的复印纸和非重要文件
反面再使用等等......",0,,,0
2196.jpg,"关注艾滋 正确恋爱
“同志” 让世界少点艾",1,危险,蜥蜴,0
2197.jpg,"礼让之言, 您好, 早上好, 请问..., 不好意思, 不好意思, 给您添麻烦了, 抱歉, 劳驾您了？, 再见, 谢谢, 不客气, 请留步, 请坐, 请多关照, 请多指教, 请多保重, 对不起, 没关系, 您辛苦了, 惠惠, 欢迎光临, 福晋兴, 认证, 请问有什么可以帮您的？, 让您久等了, 麻烦您了, 这是我应该做的, 您慢走, 请小心, 请多注意, 请您等一下, 贵姓大名？, 怎么称呼？, 劳驾, 不谢, 客气, 文明之城, 我爱我家，建良城靠大家。",1,灯泡,树叶,1
2198.jpg,"低绿碳色生环活保
保护环境人人有责
世/界/地/球/日",0,,,1
2199.jpg,"节水
保护环境 人人有责
共建家园
从我做起
节约用水是每个公民的责任和义务！",1,勤俭,锁,1
2200.jpg,"文字可编辑，内含字体包
成品尺寸：100CM X 60CM",0,,,0
2201.jpg,那位抖腿的同学，或许你是装了电动马达吗？,1,讲话,嘴唇,1
2202.jpg,节约粮食,1,补给品,可乐,1
2203.jpg,"图说我们的价值观
有德人心光明
富强民主文明和谐
自由平等公正法治
爱国敬业诚信友善
中宣部宣教局 中国文明网
陕西户县白绪号作",0,,,1
2204.jpg,意 意境·融会,1,低碳出行,自行车,1
2205.jpg,珍/爱/生/命 远/离/香/烟,1,低碳,绿色,1
2206.jpg,"节约能源
提高环保意识 建设美好家园
保护环境
环境保护一般是指人类为解决现实或潜在的环境问题，协调人类与环境的关系，保护人类的生存环境，保障经济社会的可持续发展而采取的各种行动的总称，其方法和手段有工程技术的、行政管理的、也有经济的、宣传教育的等。
上海某某科技有限公司
+886 12345678901
中国某某某某市某某区某某某街道123号601",0,,,0
2207.jpg,求万能的大神把我P出广告模特的感觉！,1,水池,酒,0
2208.jpg,知乎用户,0,,,0
2209.jpg,"请勿吸烟
请不要吸烟！
关爱自己 健康生活
小小一支烟 危害万万千
香烟不香，毁了健康；少抽一只烟，健康多一天；
健康，伴随而至；疾病，伴烟而生；
抛弃吸烟陋习，创造健康新时尚。
关注健康
远离烟草 崇尚健康 爱护环境",1,鱼钩,烟,-1
2210.jpg,讲文明 · 树新风 节约用水 从我做起,1,水箱,地球,1
2211.jpg,"红动中国·江西站
用心做设计，只为超越未来
原创作品设计
珍爱生命
拒绝酒驾
遵守交通规则 远离酒驾珍爱生命",0,,,1
2212.jpg,"清新口气 口味持久
有效去除吸烟者及饮酒者口气异味
清洁口腔 滋润咽喉
补充维生素
不含糖分
想知道
清Q嘴
的味道吗?
酸梅 Vit.C
清嘴
QINGZUI
含片50
不含糖分
养生堂",0,,,0
2213.jpg,"小花猫素材
珍惜水资源公益海报模板",1,车祸,绷带,0
2214.jpg,吸烟危害健康已是众所周知的事实。,0,,,0
2215.jpg,成由俭，灭由奢 节约每一滴水,0,,,1
2216.jpg,"文明餐桌
以“规”矩
成方圆
公筷公勺 / 文明用餐",1,文字,果蔬,1
2217.jpg,头条号 / 米你PS设计,1,网课,鼠标,1
2218.jpg,"“文明健康 绿色环保” 公益广告
绿色出行
低碳生活
青岛市精神文明建设委员会办公室",0,,,1
2219.jpg,"愤怒让你失控
控制情绪
情绪在指导我们的行为, 我们借助选择来控制和刺激情绪.",1,保护,捧,1
2220.jpg,"让爱不再等待
关爱空巢老人，多陪陪他们
一个电话，一声问候，一份温暖",0,,,0
2221.jpg,"节能减排 爱护环境
照亮世界的每一个角落",1,人,手,1
2222.jpg,文明健康 有你有我高州善行义举 爱汇高州好心高凉,0,,,1
2223.jpg,風雨過後是彩虹！,0,,,0
2224.jpg,"好吃到让你看不见
知乎 @耳畔密语
披萨星球",1,一维码,水,0
2225.jpg,吸烟等于自杀,1,文字,红绿灯,1
2226.jpg,"垃圾要分类
让每个垃圾
都有自己的归宿
厨余垃圾",1,礼貌,旗袍,1
2227.jpg,"珍惜粮食 远离浪费
爱惜粮食 从一粒米开始，
他们的艰辛你可曾知？
珍惜粮食 远离浪费
今天不剩饭，从我做起，
因为，我是“光盘”！",0,,,0
2228.jpg,"节电
节约用电
请珍惜地球上的每一度电资源
节约用电, 在满足生产、生活所必需的用电条件下，减少电能的消耗，提高用户的电能利用率和减少供电网络的电能损耗。
节约用电，减少电能消耗。在满足生产和生活需求的前提下，提高用户电能利用率，降低供电网络中的电能消耗。",1,酒杯,陷阱,1
2229.jpg,收礼还收脑白金 脑白金 年轻态健康品,0,,,0
2230.jpg,拒绝网络暴力,0,,,1
2231.jpg,"节能减排
保护生态
提高节能意识 共创美好家园",0,,,1
2232.jpg,爱护地球保护环境世界清洁地球日。,1,地球,草地,0
2233.jpg,节约用水 '关' '住' 点滴,0,,,1
2234.jpg,文明·健康·有你·有我 保护自然 人与自然 和谐共存 @潍坊晚报,0,,,1
2235.jpg,吹起文明新风 凝聚向善力量,1,灯泡,叶子,1
2236.jpg,"节能降碳 绿色发展
2021年全国节能宣传周
8月23-29日
2021年全国节能宣传周全国低碳日",0,,,1
2237.jpg,"文明餐桌
光盘·行动
///小细节 大文明///
努力 / 培 / 育 / 健 / 康
光盘
光盘行动倡导厉行节约
反对铺张浪费，珍惜粮食、吃光盘中的食物
得到从中央到民众的支持
VIP:021 3800000
项目地址:上海市市辖区浦东新区秀浦路2555号A8-503",1,手指,人,1
2238.jpg,"这不是一台""PPT""电视",1,动物表演,门票,-1
2239.jpg,文化是根生活為本 林磐聳 林磐聳 兩岸文化創意產業競合發展 復旦大學•上海視覺藝術學院•包裝傳播與設計專業•二○一二年十二月二十八日•下午二點三十分•誠樓•北二〇五教室 復旦大學•上海視覺藝術學院•包裝傳播與設計專業•二○一二年十二月二十八日•下午二點三十分•誠樓•北二〇五教室 @方俊_MrCarre weibo.com/mrcarre,1,收获,土豆,1
2240.jpg,,0,,,0
2241.jpg,12月2日全国交通安全日-全民拒酒驾平安你我他交通安全从我做起携手同行文明出行共同创建良好的交通环境一草一木，安全常在！“各位驾驶员朋友们，路上车辆、行人安全带，只是一小小小的动作。但却能改变一个人的命运，甚至能带来一个社会的进步。拒绝酒驾，安全驾驶不仅是对法律的遵守，更是对家人的责任，更是对生命的敬畏。拒绝酒驾，平安你我他！为营造文明、和谐、安全的交通环境，从你我做起！平安你我他全民拒酒驾西线汽修文明城市文明城市-12月2日全国交通安全日-全民拒酒驾平安你我他交通安全从我做起携手同行文明出行共同创建良好的交通环境一草一木，安全常在！“各位驾驶员朋友们，路上车辆、行人安全带，只是一小小小的动作。但却能改变一个人的命运，甚至能带来一个社会的进步。拒绝酒驾，安全驾驶不仅是对法律的遵守，更是对家人的责任，更是对生命的敬畏。拒绝酒驾，平安你我他！为营造文明、和谐、安全的交通环境，从你我做起！平安你我他全民拒酒驾西线汽修文明城市,0,,,1
2242.jpg,注意食品安全！ 食品安全，不容忽视。,1,仪表盘,人脸,1
2243.jpg,"我就要这样的生活
绿色环保
低碳生活
保护环境从我做起
绿色环保 绿色环保",0,,,0
2244.jpg,厉行节约 反对浪费让节约成为每个人的习惯,1,车,酒,-1
2245.jpg,"节能减排 低碳生活
爱我家园 共护地球
勤劳是穷人的财富
节俭是富人的智慧
像珍惜自己财产一样 珍惜有限的资源",1,文字,车轮,0
2246.jpg,"初见摆渡生意不分大小只分大小生意铺一铺封藏沂蒙路吃定南北好生意63-163㎡独立产权纯街铺8568元/㎡准现房发售Vipina 8080 000 首次乘坐渡轮
初见摆渡排名不分高低只分一层或二层银丰公馆准现铺铺铺都临街63-163㎡独立产权纯街铺8568元/㎡准现房发售Vipina 8080 000 首次乘坐渡轮
初见摆渡季节不分淡旺只分白天或黑夜10万+消费磁场天天顾客都盈门63-163㎡独立产权纯街铺8568元/㎡准现房发售Vipina 8080 000 首次乘坐渡轮
初见摆渡饮食不分男女只分老友或新邻10万+消费磁场天天顾客都盈门63-163㎡独立产权纯街铺8568元/㎡准现房发售Vipina 8080 000 首次乘坐渡轮",1,大象,旱土,0
2247.jpg,请使用文明用语,1,爱心,吊瓶,1
2248.jpg,可口可乐 汽水,1,熊猫,朋友,1
2249.jpg,能源连着你我他节能减排靠大家保护绿色 与自然节能减排从一个细微动作开始.,1,家园,地球,1
2250.jpg,"讲文明树新风 公益广告
善行河北
低碳出行 从我做起
选择绿色交通，让生活更美好！
低碳出行 从我做起 江苏省徐州市 张波
河北省文明办 河北日报报业集团 制",0,,,0
2251.jpg,低碳生活 从我开始!,1,生命,水,1
2252.jpg,同事们都在电脑前养了仙人掌，说防辐射，防近视。这种事，还挺羡慕他们,0,,,1
2253.jpg,"珍爱生命 请勿酒驾
珍爱生命 远离酒驾
平安出行始于心拒绝酒驾践于行
珍爱生命远离酒驾
全民拒绝酒驾平安你我他
珍惜生命远离醉酒
远离酒后驾驶",1,地球,水箱,1
2254.jpg,比心梗更可怕的是烂梗,0,,,1
2255.jpg,,0,,,-1
2256.jpg,节约用水,0,,,1
2257.jpg,节能减排,0,,,0
2258.jpg,"拒绝酒驾 安全出行
拒绝酒驾 安全回家
文明驾驶 安全出行
行车不规范 亲人两行泪",0,,,0
2259.jpg,"万德KTV
酒后驾车,
难道受伤的只有车?
酒后不驾车 精彩有延续
珍惜生命 远离酒驾
免费 提供酒后代驾服务
免费 停车
服务咨询热线: 029-88693366",1,行为,文字,1
2260.jpg,"无风感 有凉感
美的舒适星空调
“无风感”科技
颠覆传统出风模式
“2655”
个溢风微孔，化强风为柔风
从此告别冷风肆虐
享受自然舒适。
用美的，寻找生活中的美",1,钢笔,指纹印,1
2261.jpg,爱惜粮食从一粒米开始,1,节约,灯泡,1
2262.jpg,"节约是美德
剩饭
不要浪费食物
公益广告 保护资源 文明同行
招商广告热线: 023-58888888",0,,,1
2263.jpg,停课不停学 防范疫情 不忘学习 以实际行动 助力全社会,0,,,1
2264.jpg,"消除城乡脏乱差，
创建城乡新文明。
讲文明 树新风",1,瓜子,爱情,1
2265.jpg,昵图网,0,,,0
2266.jpg,"真相和谎言
我在节食。
(美味的食物)
@末星设计会
weibo.com/qiushid",0,,,0
2267.jpg,"是·时候
幸福 从看着你的背影逐渐老去
这一次换我来为你遮风挡雨
就像二十五年以来，你为我们做的一样
幸福——是时候！
江苏省优秀公益广告作品资源库
南京博明广告传播有限公司",1,安全套,标识符,1
2268.jpg,爱心助学献爱心传承社会正能量爱心化作甘露共同关注祖国未来的花朵伸出爱的双手，让我们的身边开满爱的花朵，盈满爱的芳香。,0,,,1
2269.jpg,用 5.3 的 视力 来 关注 弱势 群体!,1,节能,自行车,1
2270.jpg,您浪费的不只是水,1,空气,分子,1
2271.jpg,"酒后驾车在熟悉的路，也是不归路......
远离酒驾，
平安回家。
请对自己负责、也是对家人和他人负责，安全第一！
交通在心中 安全在手中
拒绝酒驾
珍爱生命 请勿酒驾",0,,,0
2272.jpg,"文明有礼，和谐之城
文明就是您的礼服",1,树,符号,1
2273.jpg,"虔·证
我是建设者，也是见证者。
这幅照片的作者，是正在建造上海中心工地的普通吊车工。他在上海最高点捕捉到了这个画面。魏根生 摄
中国摄影家协会
中国摄影出版社",0,,,1
2274.jpg,"禁止酒驾
和谐社会 文明出行 交通安全 共同责任
拒/绝/酒/驾/珍/爱/生/命
时尚不仅仅是一种外表
不要让酒成为回家的陷阱
对自己负责，也对家人负责",0,,,1
2275.jpg,别拦着我,1,地球,手,1
2276.jpg,"节能减排 低碳生活
爱我家园 共护地球
快乐生活可以邮寄
但绿色的资源可以吗",1,低碳生活,树木,1
2277.jpg,"文明乘车
绿色出行
低碳生活
从我做起
低碳走进千万家
节能环保我参加
低碳生活·和谐生活·节约能源
低碳生活
快乐你我
低碳生活从我做起
2012 低碳时代
还地球一片洁净的蓝天 清洁的空气
2013 环保篇
环境与人共存
开发与保护同步",0,,,1
2278.jpg,节能低碳文明出行,0,,,0
2279.jpg,"光盘行动
光盘行动
行动 (垂直)
文明用餐
节俭惜福
珍惜粮食, 杜绝浪费",0,,,1
